snp-dists 0.6.3,2009_36,BA2175,BA5274,BA8206,BA8217,BA8315,BA8325,BA8327,BA8618,BA8663,BA9049,BA9272,BA9321,BA9326,BA9328,BA9381,BA9437,BA9712,BA9739,BA9751,BA9752,CA0053,CA0067,CA0076,CA0077,CA0100,CA0101,CA0102,CA0103,CA0115,CA0117,CA0122,CA0125,CA0135,CA0139,CA0141,CA0833,CA0873,CA0878,CA0883,CA0885,CA0909,CA0910,CA0912,CA0925,CA0926,CA0927,CA1310,CA4383,CA4403,CA4405,CA4465,DA2215,DA2290,DA3592,DA3741,DA3769,DA4589,DA4592,DA4594,DA4618,DA4619,DA4621,DA4624,DA4626,DA4632,DA4642,DA4643,DA4649,DA4650,DA4655,DA4809,DA5291,DA9429,EA0976,EA2246,EA2892,EA3951,EA4711,EA4737,F2_14D,FA9052,FA9055,FA9057,FA9058,FA9061,FA9063,FA9064,FA9065,FA9067,FA9074,FA9085,FA9092,FA9097,FA9098,FA9107,FA9110,FA9114,FA9118,FA9120,FA9124,FA9125,FA9126,FA9130,FA9131,FA9134,FA9136,FA9137,FA9143,FA9148,FA9149,FA9152,FA9160,FA9950,FA9952,GA3026,GA6612,GA6622,GA6630,GA6631,GA6643,GA6645,GA6646,GA6791,GA8084,HA0015,HA0017,HA0071,HA3119,HA7251,HA7630,HA7663,HA9360,HA9399,HA9450,HA9520,HA9631,IA0869,IA0983,IA1829,IA2820,IA3637,IA3885,IA4037,IA4046,IA4053,IA4072,IA4090,IA4093,IA4095,IA4127,IA4128,IA4131,IA4141,IA4156,IA4159,IA4417,IA6627,IA6645,IA7281,IA8900,IA9379,JA3253,JA4514,JA5749,JA7896,JA8189,JA8190,JA8241,JA8252,JA8266,JA8320,JA8385,JA8469,KA1772,KA1794,KA1850,KA1851,KA1855,KA3718,KA3808,KA3838,KA3859,KA3870,KA3909,KA3977,KA3983,KA4015,KA4076,KA4140,KA4205,KA4213,KA4242,KA4253,KA4309,KA4331,KA4334,KA4355,KA4595,KA4627,KA4871,KA5027,KA5737,KA5738,KA9540,LA0853,LA0995,LA1141,LA1145,LA1148,LA3619,LA3621,LA3622,LA3663,LA3664,LA3674,LA5125,LA5503,LA5585,LA7429,LA8319,LA8327,LA8340,LA8344,LA8346,LA8355,LA8360,LA8364,LA8371,LA8375,LA8377,LA8390,LA8392,LA8404,LA8411,LA8416,LA8424,LA8426,LA8428,LA8430,LA8434,LA8440,LA8441,LA8442,LA8445,LA8446,LA8448,LA8456,LA8457,LA8472,LA8475,LA8478,LA8483,LA8484,LA8485,LA8488,LA8498,LA8500,LA8507,LA8511,LA8515,LA8519,MA0016,MA0187,MA0279,MA0428,MA0476,MA0512,MA0520,MA1021,MA1055,MA1299,MA1951,MA3056,MA3100,MA3107,MA3136,MA3161,MA3646,MA5127,MA5807,MA5825,Reference
EA2246,39,27,27,26,30,34,24,19,29,62,52,31,24,23,29,33,32,50,43,14,41,14,32,44,35,45,39,43,52,66,66,43,65,18,40,34,50,52,20,41,36,28,38,31,26,25,39,35,57,41,48,48,36,33,25,25,19,51,28,46,35,32,35,32,32,50,27,56,30,32,23,31,28,47,21,0,55,32,33,34,39,25,14,26,13,16,14,19,36,10,37,62,34,18,12,49,52,9,72,63,63,32,44,49,18,14,23,19,15,30,26,23,37,45,39,26,45,23,19,23,39,38,38,48,53,37,36,23,37,52,39,36,34,32,29,40,47,24,45,34,18,33,47,27,25,34,50,21,29,23,33,30,22,32,43,31,33,48,35,34,33,43,45,43,18,43,44,44,53,43,50,46,36,38,33,32,32,31,32,23,50,56,49,22,41,53,55,42,17,43,56,31,56,57,32,27,61,52,28,26,36,34,45,37,15,47,40,36,30,30,31,28,31,24,26,40,55,41,45,34,62,28,22,22,61,31,31,17,21,31,30,27,19,22,26,35,65,21,41,8,30,22,19,24,38,32,36,61,33,43,27,31,28,31,22,32,57,45,38,22,23,23,26,55,33,35,28,30,41,25,48,72,62,32,56,36,27,23,23,34,46,30,38
EA2892,68,56,56,63,71,75,65,60,58,91,81,60,53,52,58,62,61,79,72,51,70,51,61,73,64,74,68,72,81,95,95,72,94,55,69,63,79,81,49,70,65,57,67,60,55,54,68,64,86,70,77,77,65,62,62,62,56,80,57,75,64,61,64,61,61,79,56,85,59,61,52,60,57,76,58,55,0,73,62,63,68,66,51,55,50,53,51,56,65,47,66,91,63,55,49,78,81,46,101,92,92,61,73,78,55,51,60,56,52,59,55,52,66,74,68,67,74,64,56,60,68,67,67,77,82,78,77,60,78,81,80,77,63,61,70,69,76,65,74,63,55,62,76,68,62,63,79,58,66,60,74,71,59,73,84,72,64,77,64,63,62,72,74,72,55,72,73,73,82,72,79,75,77,79,62,61,61,60,61,64,81,87,80,63,70,84,86,71,60,72,93,60,87,88,61,64,90,83,57,55,65,63,74,78,58,76,69,65,59,59,60,57,60,53,55,69,84,70,74,63,91,69,59,63,90,68,60,58,58,60,71,56,48,59,55,64,94,58,70,51,71,59,60,61,67,61,65,80,62,72,64,60,57,60,59,61,86,74,67,53,54,54,55,84,62,64,69,59,70,54,77,101,91,61,75,65,58,60,64,71,75,59,67
EA3951,57,45,45,44,16,20,42,37,47,80,70,49,42,41,47,51,50,68,61,32,59,30,50,62,53,63,57,61,70,82,82,61,81,34,58,52,68,70,38,59,54,46,56,49,44,43,57,53,73,57,66,64,54,51,43,43,35,69,46,62,53,50,53,50,50,68,45,74,48,50,41,49,44,65,39,32,73,0,51,52,57,41,32,44,31,32,32,35,54,28,55,78,50,34,30,67,70,27,90,81,79,50,62,67,36,32,39,35,33,48,44,41,55,63,57,44,63,33,36,39,57,56,56,66,71,21,20,39,21,70,25,22,52,50,47,58,63,42,63,52,36,51,65,11,41,50,68,37,45,39,9,14,38,0,27,7,51,66,53,52,51,61,63,61,36,61,60,60,69,59,68,62,20,22,51,50,50,49,50,41,68,74,67,40,59,71,73,60,37,61,74,49,74,75,50,45,79,70,46,44,54,52,63,21,35,65,58,54,48,48,49,46,49,42,44,58,73,59,63,52,80,14,40,40,79,49,49,35,39,49,16,45,37,40,44,53,83,39,59,28,16,40,37,42,56,50,54,79,51,61,45,49,46,49,40,50,75,63,56,40,39,39,44,73,51,53,14,48,59,43,66,90,80,50,74,54,45,39,41,52,64,48,56
EA4711,24,24,34,41,49,53,43,38,26,65,57,38,21,20,36,40,29,51,44,29,42,29,39,51,42,52,46,50,59,71,71,50,70,33,47,41,57,55,27,44,43,35,43,38,33,32,46,32,62,34,55,55,43,40,40,40,34,58,35,39,42,39,24,39,39,53,24,61,37,39,20,38,21,48,36,33,62,51,0,41,24,44,29,33,28,31,29,34,37,25,38,67,35,33,27,56,59,24,73,68,68,29,51,56,33,29,38,34,30,21,23,20,38,52,46,45,52,42,34,38,44,43,45,51,60,56,55,38,56,55,58,55,41,39,48,47,54,43,48,31,33,30,48,46,40,31,55,36,44,38,52,49,37,51,62,50,42,55,42,41,40,40,40,40,33,46,49,49,58,48,57,51,55,57,40,39,39,38,39,42,59,65,58,41,38,62,64,47,38,46,71,28,65,66,29,42,68,61,35,33,33,31,38,56,36,44,33,29,21,21,38,35,38,31,33,47,62,46,48,41,65,47,37,41,64,46,28,36,36,28,49,24,16,37,23,42,70,36,44,29,49,37,38,39,45,35,43,68,40,46,42,28,35,28,37,29,60,42,45,31,32,32,23,62,30,32,47,27,44,22,51,75,67,21,63,29,36,38,42,49,51,27,43
EA4737,47,35,27,42,50,54,44,39,37,70,60,31,32,31,31,35,40,58,51,30,49,30,32,46,37,47,41,45,52,74,74,45,73,34,40,34,52,60,20,49,38,28,46,31,34,25,47,43,65,49,50,56,38,33,41,41,35,53,30,54,33,32,43,34,32,58,35,64,28,32,31,33,36,55,37,34,63,52,41,0,47,45,30,24,29,32,30,35,44,26,45,70,42,34,28,57,60,25,80,71,71,40,46,57,34,30,39,35,31,38,34,31,45,53,47,46,47,43,35,39,47,46,38,56,61,57,56,39,57,60,59,56,36,32,49,42,55,44,53,42,34,41,55,47,41,42,58,37,45,39,53,50,38,52,63,51,43,56,43,42,33,51,53,51,34,51,52,52,61,51,52,54,56,58,33,32,32,29,32,43,60,66,59,42,49,63,65,50,39,51,72,39,66,67,40,43,69,62,36,34,44,42,53,57,37,55,48,44,38,38,39,26,31,24,26,40,63,49,53,42,70,48,38,42,69,47,39,37,37,39,50,35,27,38,34,35,73,37,49,30,50,38,39,40,38,40,36,69,33,51,43,39,28,39,38,40,65,53,38,32,33,33,34,63,41,43,48,38,49,33,56,80,70,40,64,44,37,39,43,50,54,38,46
F2_14D,20,30,40,47,55,59,49,44,32,71,63,44,27,26,42,46,35,57,50,35,48,35,45,57,48,58,52,56,65,77,77,56,76,39,53,47,63,61,33,50,49,41,49,44,39,38,52,38,68,40,61,61,49,46,46,46,40,64,41,45,48,45,30,45,45,59,30,67,43,45,26,44,27,54,42,39,68,57,24,47,0,50,35,39,34,37,35,40,43,31,44,73,41,39,33,62,65,30,79,74,74,35,57,62,39,35,44,40,36,27,29,26,44,58,52,51,58,48,40,44,50,49,51,57,66,62,61,44,62,61,64,61,47,45,54,53,60,49,54,37,39,36,54,52,46,37,61,42,50,44,58,55,43,57,68,56,48,61,48,47,46,46,46,46,39,52,55,55,64,54,63,57,61,63,46,45,45,44,45,48,65,71,64,47,44,68,70,53,44,52,77,34,71,72,35,48,74,67,41,39,39,37,44,62,42,50,39,35,27,27,44,41,44,37,39,53,68,52,54,47,71,53,43,47,70,52,34,42,42,34,55,30,22,43,29,48,76,42,50,35,55,43,44,45,51,41,49,74,46,52,48,34,41,34,43,35,66,48,51,37,38,38,29,68,36,38,53,33,50,28,57,81,73,27,69,35,42,44,48,55,57,33,49
FA9052,50,38,38,37,41,45,31,30,40,73,63,42,35,34,40,44,43,61,54,25,52,23,43,55,46,56,50,54,63,75,75,54,74,27,51,45,61,63,31,52,47,39,49,42,37,36,50,46,66,50,59,57,47,42,36,36,28,62,39,55,46,41,46,43,41,61,38,67,41,41,34,42,37,58,32,25,66,41,44,45,50,0,25,37,24,25,25,28,47,21,48,71,43,27,23,60,63,20,83,74,72,43,55,60,29,25,32,28,26,41,37,34,48,56,50,33,56,32,30,32,50,49,49,59,64,46,45,32,46,63,50,47,45,43,32,51,56,35,56,45,29,44,58,36,34,43,61,30,38,32,42,39,31,41,52,40,44,59,46,45,44,54,56,54,29,54,53,53,62,52,61,55,45,47,44,43,43,42,43,34,61,67,60,33,52,64,66,53,30,54,67,42,67,68,43,38,72,63,39,37,47,45,56,46,28,58,51,47,41,41,42,39,42,35,37,51,66,52,56,45,73,39,33,33,72,42,42,24,32,42,41,38,30,33,37,46,76,32,52,21,41,33,26,35,49,43,47,72,44,54,38,42,39,42,33,43,68,56,49,33,32,32,37,66,44,46,39,41,52,36,59,83,73,43,67,47,38,32,34,45,57,41,49
FA9055,35,23,23,18,30,34,24,19,25,58,48,27,20,19,25,29,28,46,39,10,37,10,28,40,31,41,35,39,48,62,62,39,61,10,36,30,46,48,16,37,32,24,34,27,22,21,35,31,53,37,44,44,32,29,17,17,11,47,24,42,31,28,31,28,28,46,23,52,26,28,19,27,24,43,17,14,51,32,29,30,35,25,0,22,9,8,10,11,32,6,33,58,30,14,8,45,48,5,68,59,59,28,40,45,10,10,19,15,11,26,22,19,33,41,35,26,41,23,11,15,35,34,34,44,49,37,36,15,37,48,39,36,30,28,29,36,43,24,41,30,14,29,43,27,21,30,46,17,25,19,33,30,18,32,43,31,29,44,31,30,29,39,41,39,14,39,40,40,49,39,46,42,36,38,29,28,28,27,28,23,46,52,45,22,37,49,51,38,19,39,52,27,52,53,28,19,57,48,24,22,32,30,41,37,17,43,36,32,26,26,27,24,27,20,22,36,51,37,41,30,58,28,18,22,57,23,27,17,13,27,30,23,15,14,22,31,61,13,37,10,30,18,19,20,34,28,32,57,29,39,19,27,24,27,18,28,53,41,34,18,19,19,22,51,29,31,28,26,37,21,44,68,58,28,52,32,23,19,23,26,42,26,34
FA9057,39,27,19,34,42,46,36,31,29,62,52,23,24,23,23,27,32,50,43,22,41,22,24,38,29,39,33,37,44,66,66,37,65,26,32,26,44,52,12,41,30,20,38,23,26,17,39,35,57,41,42,48,30,25,33,33,27,45,22,46,21,24,35,26,24,50,27,56,16,24,23,25,28,47,29,26,55,44,33,24,39,37,22,0,21,24,22,27,36,18,37,62,34,26,20,49,52,17,72,63,63,32,38,49,26,22,31,27,23,30,26,23,37,45,39,38,39,35,27,31,39,38,30,48,53,49,48,31,49,52,51,48,28,24,41,34,47,36,45,34,26,33,47,39,33,34,50,29,37,31,45,42,30,44,55,43,35,48,35,34,25,43,45,43,26,43,44,44,53,43,44,46,48,50,25,24,24,21,24,35,52,58,51,34,41,55,57,42,31,43,64,31,58,59,32,35,61,54,28,26,36,34,45,49,29,47,40,36,30,30,31,14,23,16,18,32,55,41,45,34,62,40,30,34,61,39,31,29,29,31,42,27,19,30,26,27,65,29,41,22,42,30,31,32,30,32,28,61,25,43,35,31,20,31,30,32,57,45,30,24,25,25,26,55,33,35,40,30,41,25,48,72,62,32,56,36,29,31,35,42,46,30,38
FA9058,34,22,22,21,29,33,23,18,24,57,47,26,19,18,24,28,27,45,38,9,36,9,27,39,30,40,34,38,47,61,61,38,60,13,35,29,45,47,15,36,31,23,33,26,21,20,34,30,52,36,43,43,31,28,20,20,14,46,23,41,30,27,30,27,27,45,22,51,25,27,18,26,23,42,16,13,50,31,28,29,34,24,9,21,0,11,9,14,31,5,32,57,29,13,7,44,47,4,67,58,58,27,39,44,13,9,18,14,10,25,21,18,32,40,34,25,40,22,14,18,34,33,33,43,48,36,35,18,36,47,38,35,29,27,28,35,42,23,40,29,13,28,42,26,20,29,45,16,24,18,32,29,17,31,42,30,28,43,30,29,28,38,40,38,13,38,39,39,48,38,45,41,35,37,28,27,27,26,27,22,45,51,44,21,36,48,50,37,18,38,51,26,51,52,27,22,56,47,23,21,31,27,40,36,16,42,35,31,25,25,26,23,26,19,21,35,50,36,40,29,57,27,17,21,56,26,26,16,16,26,29,22,14,17,21,30,60,16,36,9,29,17,18,19,33,27,31,56,28,38,22,26,23,26,17,27,52,40,33,17,18,18,21,50,28,30,27,25,36,20,43,67,57,27,51,31,22,18,22,29,41,25,33
FA9061,37,25,25,18,32,36,26,21,27,60,50,29,22,21,27,31,30,48,41,12,39,10,30,42,33,43,37,41,50,62,62,41,61,10,38,32,48,50,18,39,34,26,36,29,24,23,37,33,53,37,46,44,34,31,17,17,11,49,26,42,33,30,33,30,30,48,25,54,28,30,21,29,24,45,19,16,53,32,31,32,37,25,8,24,11,0,12,9,34,8,35,58,30,14,10,47,50,7,70,61,59,30,42,47,10,12,19,15,13,28,24,21,35,43,37,28,43,23,13,15,37,36,36,46,51,37,36,15,37,50,41,38,32,30,31,38,43,26,43,32,16,31,45,27,21,30,48,17,25,19,33,30,18,32,43,31,31,46,33,32,31,41,43,41,16,41,40,40,49,39,48,42,36,38,31,30,30,29,30,25,48,54,47,24,39,51,53,40,21,41,54,29,54,55,30,19,59,50,26,24,34,32,43,37,19,45,38,34,28,28,29,26,29,22,24,38,53,39,43,32,60,30,20,24,59,23,29,19,13,29,32,25,17,14,24,33,63,13,39,12,32,20,21,22,36,30,34,59,31,41,19,29,26,29,20,30,55,43,36,20,19,19,24,53,31,33,30,28,39,23,46,70,60,30,54,34,25,19,25,28,44,28,36
FA9063,35,23,23,22,30,34,24,19,25,58,48,27,20,19,25,29,28,46,39,10,37,10,28,40,31,41,35,39,48,62,62,39,61,14,36,30,46,48,16,37,32,24,34,27,22,21,35,31,53,37,44,44,32,29,21,21,15,47,24,42,31,28,31,28,28,46,23,52,26,28,19,27,24,43,17,14,51,32,29,30,35,25,10,22,9,12,0,15,32,6,33,58,30,14,8,45,48,5,68,59,59,28,40,45,14,10,19,15,11,26,22,19,33,41,35,26,41,23,15,19,35,34,34,44,49,37,36,19,37,48,39,36,30,28,29,36,43,24,41,30,14,29,43,27,21,30,46,17,25,19,33,30,18,32,43,31,29,44,31,30,29,39,41,39,14,39,40,40,49,39,46,42,36,38,29,28,28,27,28,23,46,52,45,22,37,49,51,38,19,39,52,27,52,53,28,23,57,48,24,22,32,30,41,37,17,43,36,32,26,26,27,24,27,20,22,36,51,37,41,30,58,28,18,22,57,27,27,17,17,27,30,23,15,18,22,31,61,17,37,10,30,18,19,20,34,28,32,57,29,39,23,27,24,27,18,28,53,41,34,18,19,19,22,51,29,31,28,26,37,21,44,68,58,28,52,32,23,19,23,30,42,26,34
FA9064,40,28,28,21,35,39,29,24,30,63,53,32,25,24,30,34,33,51,44,15,42,13,33,45,36,46,40,44,53,65,65,44,64,13,41,35,51,53,21,42,37,29,39,32,27,26,40,36,56,40,49,47,37,34,20,20,14,52,29,45,36,33,36,33,33,51,28,57,31,33,24,32,27,48,22,19,56,35,34,35,40,28,11,27,14,9,15,0,37,11,38,61,33,17,13,50,53,10,73,64,62,33,45,50,13,15,22,18,16,31,27,24,38,46,40,31,46,26,16,18,40,39,39,49,54,40,39,18,40,53,44,41,35,33,34,41,46,29,46,35,19,34,48,30,24,33,51,20,28,22,36,33,21,35,46,34,34,49,36,35,34,44,46,44,19,44,43,43,52,42,51,45,39,41,34,33,33,32,33,28,51,57,50,27,42,54,56,43,24,44,57,32,57,58,33,22,62,53,29,27,37,35,46,40,22,48,41,37,31,31,32,29,32,25,27,41,56,42,46,35,63,33,23,27,62,26,32,22,16,32,35,28,20,17,27,36,66,16,42,15,35,23,24,25,39,33,37,62,34,44,22,32,29,32,23,33,58,46,39,23,22,22,27,56,34,36,33,31,42,26,49,73,63,33,57,37,28,22,28,31,47,31,39
FA9065,43,31,37,44,52,56,46,41,33,68,60,41,28,27,39,43,36,54,47,32,37,32,42,54,45,55,49,53,62,74,74,53,73,36,50,44,60,58,30,47,46,38,46,41,36,35,49,39,65,45,58,58,46,43,43,43,37,61,38,50,45,42,39,42,42,56,31,64,40,42,27,41,32,51,39,36,65,54,37,44,43,47,32,36,31,34,32,37,0,28,41,70,38,36,30,59,62,27,76,71,71,36,54,59,36,32,41,37,33,34,30,27,41,55,49,48,55,45,37,41,47,46,48,54,63,59,58,41,59,58,61,58,44,42,51,50,57,46,51,38,36,37,51,49,43,38,58,39,47,41,55,52,40,54,65,53,45,58,45,44,43,47,49,47,36,49,52,52,61,51,60,54,58,60,43,42,42,41,42,45,62,68,61,44,45,65,67,50,41,49,74,35,68,69,36,45,71,64,38,36,40,38,49,59,39,51,44,40,34,34,41,38,41,34,36,50,65,49,51,44,68,50,40,44,67,49,35,39,39,35,52,31,23,40,30,45,73,39,47,32,52,40,41,42,48,38,46,71,43,49,45,35,38,35,40,36,63,49,48,34,35,35,30,65,37,39,50,34,47,29,54,78,70,36,66,40,39,41,45,52,54,34,46
FA9067,31,19,19,18,26,30,20,15,21,54,44,23,16,15,21,25,24,42,35,6,33,6,24,36,27,37,31,35,44,58,58,35,57,10,32,26,42,44,12,33,28,20,30,23,18,17,31,27,49,33,40,40,28,25,17,17,11,43,20,38,27,24,27,24,24,42,19,48,22,24,15,23,20,39,13,10,47,28,25,26,31,21,6,18,5,8,6,11,28,0,29,54,26,10,4,41,44,1,64,55,55,24,36,41,10,6,15,11,7,22,18,15,29,37,31,22,37,19,11,15,31,30,30,40,45,33,32,15,33,44,35,32,26,24,25,32,39,20,37,26,10,25,39,23,17,26,42,13,21,15,29,26,14,28,39,27,25,40,27,26,25,35,37,35,10,35,36,36,45,35,42,38,32,34,25,24,24,23,24,19,42,48,41,18,33,45,47,34,15,35,48,23,48,49,24,19,53,44,20,18,28,26,37,33,13,39,32,28,22,22,23,20,23,16,18,32,47,33,37,26,54,24,14,18,53,23,23,13,13,23,26,19,11,14,18,27,57,13,33,6,26,14,15,16,30,24,28,53,25,35,19,23,20,23,14,24,49,37,30,14,15,15,18,47,25,27,24,22,33,17,40,64,54,24,48,28,19,15,19,26,38,22,30
FA9074,44,32,38,45,53,57,47,42,34,69,61,42,29,28,40,44,37,55,40,33,46,33,43,55,46,56,50,54,63,75,75,54,74,37,51,45,61,59,31,48,47,39,47,42,37,36,50,40,66,46,59,59,47,44,44,44,38,62,39,51,46,43,40,43,43,57,32,65,41,43,28,42,33,52,40,37,66,55,38,45,44,48,33,37,32,35,33,38,41,29,0,71,39,37,31,60,63,28,77,72,72,37,55,60,37,33,42,38,34,35,31,28,0,56,50,49,56,46,38,42,48,47,49,55,64,60,59,42,60,59,62,59,45,43,52,51,58,47,52,39,37,38,52,50,44,39,59,40,48,42,56,53,41,55,66,54,46,59,46,45,44,48,50,48,37,50,53,53,62,52,61,55,59,61,44,43,43,42,43,46,63,69,62,45,46,66,68,51,42,50,75,36,69,70,37,46,72,65,39,37,41,39,50,60,40,52,45,41,35,35,42,39,42,35,37,51,66,50,52,45,69,51,41,45,68,50,36,40,40,36,53,32,24,41,31,46,74,40,48,33,53,41,42,43,49,39,47,72,44,50,46,36,39,36,41,37,64,50,49,35,36,36,31,66,38,40,51,35,48,30,55,79,71,37,67,41,40,42,46,53,55,35,47
FA9085,73,61,63,70,78,82,72,67,63,96,72,67,58,57,65,69,66,84,77,58,75,56,68,80,71,81,75,79,88,22,22,79,33,60,76,70,86,86,56,75,72,64,72,67,62,61,75,69,89,73,84,82,72,69,69,69,61,87,64,78,71,68,69,68,68,84,61,26,66,68,57,67,60,81,65,62,91,78,67,70,73,71,58,62,57,58,58,61,70,54,71,0,66,60,56,85,88,53,106,83,3,66,80,85,62,58,65,61,59,64,60,57,71,81,75,74,81,69,63,65,73,72,74,82,89,83,82,65,83,86,87,84,70,68,77,76,81,72,79,68,62,67,81,73,67,66,70,63,71,65,79,76,64,78,89,77,71,84,71,70,69,77,79,77,62,77,76,76,85,75,86,78,82,84,69,68,68,67,68,71,88,94,87,70,73,91,93,76,67,77,100,65,94,95,66,71,97,90,64,62,70,68,79,83,65,81,74,70,64,64,67,64,67,60,62,76,91,75,79,70,96,76,66,70,95,75,65,65,65,65,78,61,53,66,60,71,99,65,75,58,78,66,67,68,74,66,72,97,69,77,71,65,64,65,66,66,91,79,74,60,59,59,60,91,67,69,76,64,75,59,82,106,82,66,92,70,65,65,71,78,80,64,72
FA9092,41,29,35,42,50,54,44,39,31,66,58,39,26,25,37,41,34,52,45,30,43,28,40,52,43,53,47,51,60,70,70,51,69,32,48,42,58,56,28,45,44,36,44,39,34,33,47,37,61,41,56,54,44,41,41,41,33,59,36,46,43,40,37,40,40,54,29,62,38,40,25,39,28,49,37,34,63,50,35,42,41,43,30,34,29,30,30,33,38,26,39,66,0,32,28,57,60,25,74,69,67,34,52,57,34,30,37,33,31,32,28,25,39,53,47,46,53,41,35,37,45,44,46,52,61,55,54,37,55,56,59,56,42,39,49,48,53,44,49,36,34,35,49,45,39,34,56,35,43,37,51,48,36,50,61,49,43,56,43,42,41,45,47,45,34,47,48,48,57,47,58,50,54,56,41,40,40,39,40,43,60,66,59,42,43,63,65,48,39,47,72,33,66,67,34,43,69,62,36,34,38,36,47,55,37,49,42,38,32,32,39,36,39,32,34,48,63,47,49,42,66,48,38,42,65,47,33,37,37,33,50,29,21,38,28,43,71,37,45,30,50,38,39,40,46,36,44,69,41,47,43,33,36,33,38,34,61,47,46,32,31,31,28,63,35,37,48,32,45,27,52,76,68,34,64,38,37,37,43,50,52,32,44
FA9097,39,27,27,26,34,38,28,23,29,62,52,31,24,23,29,33,32,50,43,6,41,12,32,44,35,45,39,43,52,64,64,43,63,16,40,34,50,52,20,41,36,28,38,31,26,25,39,35,55,39,48,46,36,33,25,25,17,51,28,44,35,32,35,32,32,50,27,56,30,32,23,31,26,47,21,18,55,34,33,34,39,27,14,26,13,14,14,17,36,10,37,60,32,0,12,49,52,9,72,63,61,32,44,49,18,14,13,13,15,30,26,23,37,45,39,30,45,25,19,21,39,38,38,48,53,39,38,21,39,52,43,40,34,32,33,40,45,28,45,34,18,33,47,29,19,32,50,15,27,17,35,32,16,34,45,33,33,48,35,34,33,43,45,43,18,43,42,42,51,41,50,44,38,40,33,32,32,31,32,27,50,56,49,26,41,53,55,42,23,43,56,31,56,57,32,27,61,52,28,26,36,34,45,39,21,47,40,36,30,30,31,28,31,24,26,40,55,41,45,34,62,32,22,26,61,31,31,21,21,31,34,27,19,22,26,35,65,21,41,14,34,22,23,24,38,32,36,61,33,43,27,31,28,31,22,32,57,45,38,22,21,21,26,55,33,35,32,30,41,25,48,72,62,32,56,36,27,17,27,34,46,30,38
FA9098,33,21,21,20,28,32,22,17,23,56,46,25,18,17,23,27,26,44,37,8,35,8,26,38,29,39,33,37,46,60,60,37,59,12,34,28,44,46,14,35,30,22,32,25,20,19,33,29,51,35,42,42,30,27,19,19,13,45,22,40,29,26,29,26,26,44,21,50,24,26,17,25,22,41,15,12,49,30,27,28,33,23,8,20,7,10,8,13,30,4,31,56,28,12,0,43,46,3,66,57,57,26,38,43,12,8,17,13,9,24,20,17,31,39,33,24,39,21,13,17,33,32,32,42,47,35,34,17,35,46,37,34,28,26,27,34,41,22,39,28,12,27,41,25,19,28,44,15,23,17,31,28,16,30,41,29,27,42,29,28,27,37,39,37,12,37,38,38,47,37,44,40,34,36,27,26,26,25,26,21,44,50,43,20,35,47,49,36,17,37,50,25,50,51,26,21,55,46,22,20,30,28,39,35,15,41,34,30,24,24,25,22,25,18,20,34,49,35,39,28,56,26,16,20,55,25,25,15,15,25,28,21,13,16,20,29,59,15,35,8,28,16,17,18,32,26,30,55,27,37,21,25,22,25,16,26,51,39,32,16,17,17,20,49,27,29,26,24,35,19,42,66,56,26,50,30,21,17,21,28,40,24,32
FA9107,62,50,50,57,65,69,59,54,52,85,75,54,47,46,52,56,55,73,66,45,64,45,55,67,58,68,62,66,75,89,89,66,88,49,63,57,73,75,43,64,59,51,61,54,49,48,62,58,80,64,71,71,59,56,56,56,50,74,51,69,58,55,58,55,55,73,50,79,53,55,46,54,51,70,52,49,78,67,56,57,62,60,45,49,44,47,45,50,59,41,60,85,57,49,43,0,13,40,95,86,86,55,67,72,49,45,54,50,46,53,49,46,60,68,62,61,68,58,50,54,62,61,61,71,76,72,71,54,72,75,74,71,57,55,64,63,70,59,68,57,49,56,70,62,56,57,73,52,60,54,68,65,53,67,78,66,58,71,58,57,56,66,68,66,49,66,67,67,76,66,73,69,71,73,56,55,55,54,55,58,75,81,74,57,64,78,80,65,54,66,87,54,81,82,55,58,84,77,51,49,59,57,68,72,52,70,63,59,53,53,54,51,54,47,49,63,78,64,68,57,85,63,53,57,84,62,54,52,52,54,65,50,42,53,49,58,88,52,64,45,65,53,54,55,61,55,59,84,56,66,58,54,51,54,53,55,80,68,61,47,48,48,49,78,56,58,63,53,64,48,71,95,85,55,79,59,52,54,58,65,69,53,61
FA9110,65,53,53,60,68,72,62,57,55,88,78,57,50,49,55,59,58,76,69,48,67,48,58,70,61,71,65,69,78,92,92,69,91,52,66,60,76,78,46,67,62,54,64,57,52,51,65,61,83,67,74,74,62,59,59,59,53,77,54,72,61,58,61,58,58,76,53,82,56,58,49,57,54,73,55,52,81,70,59,60,65,63,48,52,47,50,48,53,62,44,63,88,60,52,46,13,0,43,98,89,89,58,70,75,52,48,57,53,49,56,52,49,63,71,65,64,71,61,53,57,65,64,64,74,79,75,74,57,75,78,77,74,60,58,67,66,73,62,71,60,52,59,73,65,59,60,76,55,63,57,71,68,56,70,81,69,61,74,61,60,59,69,71,69,52,69,70,70,79,69,76,72,74,76,59,58,58,57,58,61,78,84,77,60,67,81,83,68,57,69,90,57,84,85,58,61,87,80,54,52,62,60,71,75,55,73,66,62,56,56,57,54,57,50,52,66,81,67,71,60,88,66,56,60,87,65,57,55,55,57,68,53,45,56,52,61,91,55,67,48,68,56,57,58,64,58,62,87,59,69,61,57,54,57,56,58,83,71,64,50,51,51,52,81,59,61,66,56,67,51,74,98,88,58,82,62,55,57,61,68,72,56,64
